	BREd	BREu	DRE	Inr_6mer	Pause_button	TATA_8mer	TCT	XCPE1	XCPE2	DCE_I_II_III	DPE
CATG00000038659.1|MICT00000169452.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000072071.12|ENST00000361434.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000123146.15|ENST00000242786.5	0	0	0	1	0	0	0	0	0	0	0
ENSG00000123136.10|ENST00000586558.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000123143.8|ENST00000242783.6	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160951.3|ENST00000292513.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000123159.11|ENST00000589497.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132002.3|ENST00000254322.2	0	0	0	1	0	0	0	0	0	0	0
ENSG00000099797.7|ENST00000436007.2	0	0	0	0	0	0	0	0	0	0	0
CATG00000038673.1|ENCT00000202410.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099795.2|ENST00000215565.2	0	0	0	1	0	0	0	0	0	0	0
ENSG00000187912.7|ENST00000547437.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000131355.10|ENST00000443157.2	0	0	0	0	0	0	1	0	0	0	0
ENSG00000160961.7|ENCT00000202440.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127507.13|ENST00000601345.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188269.4|ENST00000595922.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105143.8|HBMT00000731306.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160994.3|ENST00000292574.3	0	0	0	1	0	0	0	0	0	0	1
ENSG00000105141.4|MICT00000169702.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000105137.8|ENST00000600440.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000105135.11|FTMT27300033713.1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000074181.4|ENST00000263388.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105131.3|ENST00000221730.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141867.13|ENST00000360016.5	0	1	0	1	0	0	0	0	0	0	0
CATG00000038696.1|ENCT00000202471.1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000105127.4|ENST00000269701.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011243.13|ENST00000593845.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011451.13|ENST00000389282.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105122.8|ENST00000602101.2	0	0	0	0	0	0	0	0	0	0	1
ENSG00000161031.8|ENST00000292609.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171954.8|FTMT27500024654.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000186529.10|ENST00000585846.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186204.10|ENST00000517734.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186115.8|ENST00000392846.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171903.12|ENST00000248041.8	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167460.10|ENST00000538887.1	0	0	0	1	0	0	0	0	0	0	0
CATG00000040434.1|ENCT00000212410.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167461.7|ENST00000586682.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196684.8|ENST00000587963.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000141977.5|HBMT00000731997.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105058.7|ENST00000588367.1	1	0	0	1	0	0	0	0	0	0	0
ENSG00000072958.4|ENST00000429941.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127528.5|ENST00000248071.5	0	1	0	1	0	0	0	0	0	0	0
CATG00000040439.1|MICT00000170107.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127527.9|ENST00000592031.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141979.4|ENST00000409035.1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000269058.1|ENCT00000212443.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105072.4|ENST00000593380.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000085872.10|FTMT27300033836.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127526.9|ENST00000595753.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105085.6|ENST00000263390.3	0	1	0	0	0	0	0	0	0	0	0
ENSG00000268790.1|ENST00000595505.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214046.4|ENST00000593404.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000072954.2|HBMT00000702460.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000188039.9|ENST00000518676.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000127511.5|MICT00000170210.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127533.3|ENST00000248076.3	0	0	0	1	0	0	0	0	0	0	0
ENSG00000160111.8|ENST00000596572.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000038771.1|ENCT00000202697.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131351.10|FTMT27300003076.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099331.9|ENCT00000202706.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000053501.8|ENST00000596136.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099330.4|ENST00000599588.1	0	0	0	1	0	0	0	0	0	0	0
CATG00000038779.1|MICT00000170306.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000160113.5|HBMT00000732541.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130307.7|ENCT00000212540.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269095.1|ENCT00000212541.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000105393.11|ENST00000447614.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269307.1|ENST00000596542.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160117.10|ENST00000598347.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127220.5|ENCT00000212545.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130312.2|ENST00000602206.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130311.6|ENST00000596582.1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000074855.6|ENST00000159087.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130299.12|ENST00000600610.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130300.4|ENST00000599426.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000038785.1|HBMT00000702838.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000130303.8|ENST00000252593.6	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141971.8|ENST00000392702.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188051.6|ENST00000341130.5	0	0	0	0	0	0	0	0	0	0	1
ENSG00000269035.1|ENST00000594663.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000171773.2|ENST00000301944.2	0	0	0	1	0	0	0	0	0	0	0
ENSG00000130304.12|ENST00000599380.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130313.2|FTMT27500025083.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167483.13|ENST00000599164.1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000130309.6|ENST00000252599.4	0	0	0	1	0	0	0	0	0	0	0
ENSG00000130477.10|ENST00000519716.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130479.6|ENCT00000202855.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130475.10|HBMT00000703190.1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000179913.6|ENCT00000202886.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248099.3|ENST00000317306.7	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105639.14|ENST00000527031.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000040474.1|HBMT00000732678.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105640.8|ENST00000600147.1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000105641.3|ENST00000222248.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007080.6|ENST00000445755.2	0	0	0	0	0	0	0	0	0	0	0
CATG00000040477.1|FTMT27400000883.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000105642.11|ENST00000609922.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000040479.1|MICT00000170530.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105643.5|ENST00000593460.1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000096996.11|ENST00000322153.7	0	0	0	1	0	0	0	0	0	0	0
ENSG00000099308.6|ENCT00000202988.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000040494.1|MICT00000170588.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105647.10|ENCT00000203019.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268173.1|ENST00000593731.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216490.3|ENST00000407280.3	0	0	0	1	0	0	0	0	0	0	0
ENSG00000254858.5|ENST00000533807.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105649.5|ENCT00000212650.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105650.17|MICT00000170619.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000038822.1|ENCT00000203040.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000130522.4|ENST00000252818.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130518.12|FTMT27300017189.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130520.6|ENCT00000212683.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130517.9|ENST00000604499.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130513.6|ENST00000252809.3	0	0	0	1	0	0	0	0	0	0	0
ENSG00000175489.9|ENST00000339007.3	0	0	0	0	1	0	0	0	0	0	0
ENSG00000130511.11|ENST00000270061.7	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105655.14|ENST00000338128.8	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105656.8|ENST00000262809.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105701.11|ENST00000544835.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105700.6|ENST00000539106.1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000221983.3|ENST00000442744.2	0	0	0	0	1	0	0	0	0	0	1
ENSG00000006015.13|ENST00000600997.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000006016.6|FTMT27300014052.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000038838.1|FTMT27600000851.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105696.4|ENST00000594859.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167487.7|ENST00000599006.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000105662.11|ENST00000338797.6	0	0	0	0	0	0	0	0	0	0	0
CATG00000040532.1|MICT00000170762.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105664.6|ENST00000542601.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005007.8|ENST00000262803.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223802.3|ENST00000427170.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130283.7|MICT00000170775.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105669.8|ENST00000351079.4	0	0	0	1	0	0	0	0	0	0	0
ENSG00000268193.1|HBMT00000733137.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105671.7|ENST00000594021.1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000051128.14|ENST00000392351.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000064607.12|MICT00000170803.1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000105676.9|ENST00000269932.6	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181035.9|ENCT00000203274.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000064545.10|HBMT00000733248.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000064489.17|HBMT00000733281.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213999.11|ENST00000162023.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254901.3|ENST00000585679.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000064490.9|ENST00000392324.4	1	0	0	0	0	0	0	0	0	0	0
ENSG00000184162.10|ENST00000420605.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130287.9|ENST00000252575.6	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187664.8|ENST00000291481.7	0	0	0	1	0	0	0	0	0	0	0
ENSG00000213996.8|ENST00000389363.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105705.11|ENST00000588731.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129933.16|ENCT00000203307.1	0	1	0	0	0	0	0	0	0	0	0
CATG00000040547.1|ENCT00000212901.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167491.13|ENST00000537887.1	0	0	0	1	0	0	0	0	0	0	0
CATG00000038863.1|ENCT00000203348.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000040553.1|MICT00000170948.1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000178093.12|MICT00000170952.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186010.14|ENST00000512771.3	0	0	0	0	0	0	0	0	0	0	1
ENSG00000258674.5|ENST00000586674.1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000250067.7|ENST00000608404.1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000160161.5|ENST00000291495.5	0	0	0	1	0	0	0	0	0	0	0
ENSG00000105717.9|ENST00000557978.2	0	1	0	0	0	0	0	0	0	0	0
ENSG00000064547.9|ENST00000407877.3	0	0	0	0	0	0	0	1	0	0	0
ENSG00000089639.6|ENST00000203556.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105726.12|ENST00000357324.6	0	0	0	0	0	0	1	0	0	0	0
ENSG00000181896.7|ENST00000592502.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000105708.8|MICT00000171133.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000040560.1|MICT00000171143.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000081665.9|ENST00000591639.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256771.2|FTMT27500007101.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000184635.9|ENST00000586021.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197124.7|ENST00000397165.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213988.5|ENST00000469078.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000256229.3|ENST00000597083.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000038884.1|HBMT00000704317.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237440.4|ENST00000597940.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188171.10|ENST00000601440.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000040576.1|ENCT00000213176.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160229.7|ENCT00000203520.1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000105750.10|ENST00000328178.8	0	0	0	0	0	0	0	0	0	0	0
ENSG00000118620.8|ENCT00000203563.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160352.11|ENST00000600770.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196705.4|ENST00000311048.7	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182141.5|ENST00000356929.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172687.9|ENST00000311015.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196268.7|ENST00000355504.4	0	0	0	1	0	0	0	0	0	0	0
ENSG00000197013.5|ENST00000597078.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000040592.1|MICT00000171581.1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000197020.6|MICT00000171588.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000198521.7|FTMT27300026706.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160321.10|ENCT00000213288.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197134.7|ENST00000594947.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196109.6|HBMT00000733908.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196350.7|ENST00000357491.6	1	0	0	1	0	0	0	0	0	0	0
ENSG00000197360.5|ENST00000593802.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229676.2|ENST00000456783.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213973.4|ENST00000596209.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269067.1|ENST00000594710.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183850.9|ENCT00000203720.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196081.5|ENST00000597537.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167232.9|FTMT27300018592.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197372.5|FTMT27300010344.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196172.8|ENST00000402377.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205246.4|ENCT00000203760.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000213967.6|ENST00000594466.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213096.5|ENCT00000203855.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000040659.1|MICT00000172357.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169021.4|ENST00000304863.4	0	0	0	0	0	0	0	0	0	0	0
CATG00000039000.1|MICT00000172459.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000187135.7|MICT00000172495.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000105171.5|ENST00000392279.3	0	0	0	1	0	0	0	0	0	0	0
ENSG00000166289.5|ENST00000592810.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131943.13|ENST00000323670.9	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105173.9|ENST00000357943.5	0	0	0	0	0	0	0	0	0	0	0
CATG00000040684.1|ENCT00000213630.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105176.13|ENST00000574110.1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000198597.4|ENST00000585628.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000121297.6|ENCT00000213640.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000039065.1|FTMT27600001426.1	0	0	0	1	0	0	0	0	0	0	0
CATG00000039070.1|HBMT00000705139.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168813.12|ENST00000311921.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269093.1|ENST00000594570.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178904.14|ENCT00000204153.1	0	1	0	1	0	0	0	0	0	0	0
ENSG00000105185.7|ENST00000590247.2	0	0	0	1	0	0	0	0	0	0	0
ENSG00000105186.10|ENST00000306065.4	0	0	0	0	0	0	0	0	0	0	1
ENSG00000186326.3|HBMT00000705232.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213965.3|ENCT00000204222.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173809.11|ENST00000444215.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000021488.8|ENST00000587772.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000121289.13|ENST00000586984.2	0	1	0	0	0	0	0	0	0	0	0
ENSG00000131944.5|ENST00000588258.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131941.3|FTMT27300034209.1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000076650.2|ENCT00000204243.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166359.6|ENST00000355868.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130881.9|MICT00000173044.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130876.7|ENST00000590036.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000040731.1|MICT00000173060.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245848.2|ENST00000498907.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153879.4|FTMT27500020228.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124299.9|ENST00000397032.4	0	0	0	0	0	0	0	0	0	0	0
CATG00000039101.1|ENCT00000204295.1	0	0	0	0	0	0	0	0	0	0	0
CATG00000040741.1|MICT00000173115.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124302.8|ENST00000434302.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000153885.10|ENST00000284006.6	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257103.4|ENST00000540746.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166398.8|HBMT00000705367.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105220.10|ENST00000586425.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000266953.2|ENST00000606020.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000126249.3|ENST00000587385.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000126261.8|HBMT00000705896.1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000142279.8|ENST00000590071.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205209.3|FTMT27300017241.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089335.16|ENST00000507959.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197841.10|ENST00000595708.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153896.13|ENST00000588788.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000168661.10|ENST00000439785.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180884.9|ENCT00000213893.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089351.10|ENST00000504615.2	0	0	0	0	0	0	0	0	0	0	0
CATG00000040781.1|MICT00000173435.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105711.6|ENST00000595652.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105707.9|FTMT27500016472.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179066.6|MICT00000173474.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089356.12|ENST00000406988.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153902.9|FTMT27300022659.1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000266964.1|ENCT00000204537.1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000221946.3|ENST00000586063.1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000089327.10|ENST00000543307.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000177558.3|ENST00000324675.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105699.12|ENST00000427250.1	0	1	0	1	0	0	0	0	0	0	0
ENSG00000105698.11|ENST00000594064.1	0	1	0	0	0	0	0	0	0	0	0
CATG00000040787.1|MICT00000173541.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105697.3|ENST00000593580.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000105695.10|ENST00000537831.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012124.10|ENST00000085219.5	0	0	0	1	0	0	0	0	0	0	0
ENSG00000185897.6|ENST00000327809.4	0	0	0	0	0	0	0	0	0	0	1
ENSG00000126262.4|ENST00000599180.2	0	0	0	0	0	1	0	0	0	0	0
ENSG00000188508.6|ENST00000338897.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000161249.16|ENST00000402589.2	0	0	0	0	0	0	0	0	0	0	1
ENSG00000189001.6|ENST00000452271.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105679.4|ENST00000586334.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000105677.7|ENST00000222284.5	0	0	0	1	0	0	0	0	0	0	0
ENSG00000105675.4|ENST00000262623.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249115.4|ENST00000585968.1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000126254.7|ENST00000588161.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105672.10|ENST00000591135.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000126267.4|ENCT00000204678.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105668.3|MICT00000173829.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000011590.9|FTMT27500021109.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000272333.1|ENST00000222270.7	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267120.3|MICT00000173940.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000126246.5|ENST00000246532.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000161265.10|ENST00000591057.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205155.3|ENST00000222266.2	0	0	0	1	0	0	0	0	0	0	0
ENSG00000188223.9|ENST00000591613.2	0	0	0	1	0	0	0	0	0	0	0
ENSG00000267796.3|HBMT00000707367.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004776.7|ENST00000004982.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167595.10|ENST00000535581.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004777.14|ENST00000378944.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250799.5|FTMT27300034270.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000161270.15|ENST00000378910.5	0	0	0	1	0	0	0	0	0	0	1
CATG00000039159.1|HBMT00000707482.1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000126259.15|ENST00000360202.5	0	0	0	1	0	0	0	0	0	0	0
ENSG00000105290.7|ENST00000590561.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167604.9|FTMT27300034323.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000126264.5|ENST00000437550.2	0	0	0	1	0	0	0	0	0	0	1
ENSG00000011600.7|ENST00000587837.1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000126243.4|HBMT00000707663.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205138.2|ENST00000378887.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181392.10|ENST00000340477.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239382.6|ENST00000490986.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105270.10|ENST00000360535.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000161277.9|ENST00000538849.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000075702.12|FTMT27500021957.1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000105258.4|ENST00000586439.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105254.7|ENST00000392178.4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000126247.6|ENCT00000204820.1	0	0	0	1	0	0	0	0	0	0	1
ENSG00000161281.6|ENST00000481297.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196357.7|ENST00000304116.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167635.7|ENST00000586094.1	0	0	0	0	0	0	0	0	0	0	1
CATG00000039173.1|HBMT00000707971.1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142065.9|ENST00000270001.7	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181007.7|ENST00000392161.3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186017.10|ENST00000454319.1	0	0	0	0	0	0	0	0	0	0	1
